word	count	series	sites
do-wo	1	KN Uf	KN
a3-ki-wa-to	1	KN Uf	KN
a-ri-ja-wo	1	KN Uf	KN
e-ke-pu-te	1	KN Uf	KN
pe-ri-je-ja	1	KN Uf	KN
pu-te-ri-ja	1	KN Uf	KN
te-ro-ri-jo	1	KN Uf	KN
me-ta-no-re	1	KN Uf	KN
ka-da-i-to	1	KN Uf	KN
*83-re-te	1	KN Uf	KN
te-nu	1	KN Uf	KN
ru-po	1	KN Uf	KN
a-ta-na-po-ti-ni-ja	1	KN V	KN
e-nu-wa-ri-jo	1	KN V	KN
pa-ja-wo-ne	1	KN V	KN
po-se-da	1	KN V	KN
e-ri-nu-we	1	KN V	KN
e-qe-a-o	1	KN V	KN
e-we-wa-ta	1	KN V	KN
wi-da-jo	1	KN V	KN
di-we-so	1	KN V	KN
o-ku-na-wo	1	KN V	KN
i-to-ma	1	KN V	KN
te-wa	1	KN V	KN
ne-jo	1	KN V	KN
u-o	1	KN V	KN
wo-ne	1	KN V	KN
a-pe-o	1	KN V	KN
a2-ke-te-re	1	KN V	KN
u-wo-qe-ne	1	KN V	KN
u-du-ru-wo	1	KN V	KN
ku-pa-sa	1	KN V	KN
a-ke-to-ro	1	KN V	KN
to-ni	1	KN V	KN
we-we-ro	1	KN V	KN
e-u-ru-qo-ta	1	KN V	KN
da-te-wa	1	KN V	KN
te-ra-pe-te	1	KN V	KN
to-ko-so-ta	1	KN V	KN
a-te-u-ke	1	KN V	KN
wa-si-ro	1	KN V	KN
o-u-ki-te-mi	1	KN V	KN
i-ku-wo-i-pi	1	KN V	KN
a-pi-re-we	1	KN V	KN
wi-to	1	KN V	KN
qa-ra-i-so	1	KN V	KN
si-ra-no	1	KN V	KN
i-ra-ko-to	1	KN V	KN
o-ro-qa	1	KN V	KN
pe-ri-ro-qo	1	KN V	KN
me-to	1	KN V	KN
na-ko-to	1	KN V	KN
pa-ki	1	KN V	KN
na-po	1	KN V	KN
ja-ma-ra	1	KN V	KN
pa-ja	1	KN V	KN
po-mi-ni-jo	1	KN V	KN
no-mo	1	KN V	KN
ki-ti-jo	1	KN V	KN
ja-pa-ra-ro	1	KN V	KN
*49-sa-ro	1	KN V	KN
ra-ku	1	KN V	KN
ra-te-me	1	KN V	KN
sa-ma-ru	1	KN V	KN
ja-ma-ta-ro	1	KN V	KN
pe-to-me	1	KN V	KN
ka-ra-ma-to	1	KN V	KN
ke-ma-ta	1	KN V	KN
wa-wi	1	KN V	KN
e-ke-a	1	KN V	KN
e-mi-ja-ta	1	KN V	KN
ka-mu-ko-to	1	KN V	KN
ke-ra-ja	1	KN V	KN
ma-ke-ra	1	KN V	KN
de-ro	1	KN V	KN
a-ti-ka	1	KN V	KN
qa-da-ro	1	KN V	KN
ka-sa-no	1	KN V	KN
to-ro-ki-no	1	KN V	KN
wi-ri-ki-no	1	KN V	KN
do-ti-jo-no	1	KN V	KN
ka-pu-ro	1	KN V	KN
ka-na-po-to	1	KN V	KN
pi-ma	1	KN V	KN
ta-u-ro	1	KN V	KN
ja-sa-ro	1	KN V	KN
ma-na-je-u	1	KN V	KN
te-te-u	1	KN V	KN
wi-pi-no-o	1	KN V	KN
wo-ka-re	1	KN V	KN
pi-ra-ki-jo	1	KN V	KN
pe-ri-jo-ta-qe	1	KN V	KN
ku-da-jo-qe	1	KN V	KN
e-wa-ko-ro	1	KN V	KN
ki-ra-di-ja	1	KN V	KN
da-i-wo-wo	1	KN V	KN
to-no-qe	1	KN V	KN
ra-nu	1	KN V	KN
sa-ka-ri-jo	1	KN V	KN
di-wa-jo	1	KN V	KN
ma-no-ne	1	KN V	KN
ki-si-wo	1	KN V	KN
si-ja-ma	1	KN V	KN
a-ra-ko-qe	1	KN V	KN
no-du	1	KN V	KN
do-wa	1	KN V	KN
ka-na-po	1	KN V	KN
qa-na	1	KN V	KN
we-to-ro	1	KN V	KN
ro-we	1	KN V	KN
se-me-ni	1	KN V	KN
o-da-ra-o	1	KN V	KN
ke-ti-ra-wo	1	KN V	KN
u-su	1	KN V	KN
ta-qa-ra-ti	1	KN V	KN
me-ja	1	KN V	KN
di-pi-ja	1	KN V	KN
a-qi-ta	1	KN V	KN
ki-ma-to	1	KN V	KN
a-pa-ta-wa-ja	1	KN V	KN
ra-tu	1	KN V	KN
ko-ro-sa-no	1	KN Vc	KN
po-ro-tu-qo-no	1	KN Vc	KN
i-mo-ro-ne-u	1	KN Vc	KN
pe-ka-wo	1	KN Vc	KN
mi-ka-to	1	KN Vc	KN
po-ru-ka-to	1	KN Vc	KN
a-ka-to-wa	1	KN Vc	KN
e-wi-ta-jo	1	KN Vc	KN
a-ki-re-u	1	KN Vc	KN
za-ki-ri-jo	1	KN Vc	KN
da-o-ta	1	KN Vc	KN
e-u-o-mo	1	KN Vc	KN
e-pi-da-o	1	KN Vc	KN
wo-ra-ke-re	1	KN Vc	KN
ri-to-wo	1	KN Vc	KN
pe-ri-to	1	KN Vc	KN
a-pi-da-ta	1	KN Vc	KN
po-ru-te-we	1	KN Vc	KN
sa-u-ko	1	KN Vc	KN
pi-ra-qo	1	KN Vc	KN
pe-re-wa-ta	1	KN Vc	KN
a-ro-wo-ta	1	KN Vc	KN
a-ne-te-wa	1	KN Vc	KN
te-re-ja-wo	1	KN Vc	KN
a-pi-re-jo	1	KN Vc	KN
ta-ra-sa-ta	1	KN Vc	KN
a-ke-ra-no	1	KN Vc	KN
a-re-jo	1	KN Vc	KN
pa-sa-ko-me-no	1	KN Vc	KN
e-re-pa-i-ro	1	KN Vc	KN
a-ne-u-da	1	KN Vc	KN
di-wo-a-ne	1	KN Vc	KN
re-ka-se-ra-wo	1	KN Vc	KN
du-pi-jo	1	KN Vc	KN
wo-ro-to-qo	1	KN Vc	KN
me-ta-ri-ko-wo	1	KN Vc	KN
ti-ma	1	KN Vc	KN
ku-ru-ka	1	KN Vc	KN
ka-na-a-po	1	KN Vc	KN
ne-to	1	KN Vc	KN
a3-wa-ta	1	KN Vc	KN
a-re-i	1	KN Vc	KN
pa-ra-ne	1	KN Vc	KN
te-ta	1	KN Vc	KN
we-wa-ta	1	KN Vc	KN
i-ta	1	KN Vc	KN
ka-di-ja	1	KN Vc	KN
me-na-qe	1	KN Wb	KN
a-ra	1	KN Wb	KN
ra-ze	1	KN Wb	KN
ki-ri-ta-de	1	KN Wm	KN
na-ki-zo	1	KN Wm	KN
pa-wo	1	KN Wm	KN
ku-wa-ta	1	KN Ws	KN
sa-me	1	KN X	KN
ke-me-no	1	KN X	KN
mu-ki-ti	1	KN X	KN
mu-ti-ja	1	KN X	KN
mu-ko	1	KN X	KN
pu-si-ja	1	KN X	KN
ri-si-ja	1	KN X	KN
pe-do	1	KN X	KN
za-we	1	KN X	KN
a-ro-we-a-nu-to	1	KN X	KN
ko-we-ja	1	KN X	KN
a-nu-to-jo	1	KN X	KN
ke-do-ro	1	KN X	KN
di-wi-pa-ra	1	KN X	KN
te-wo	1	KN X	KN
ri-ni-jo	1	KN X	KN
ka-a-na	1	KN X	KN
ko-a	1	KN X	KN
ma-sa-de	1	KN X	KN
ti-ta-ma-i	1	KN X	KN
a-sa-mi	1	KN X	KN
a-ze-to	1	KN X	KN
wi-tu-ri-jo	1	KN X	KN
a-da-ra-ko	1	KN X	KN
pu-ko-to	1	KN X	KN
ku-pe-te-jo	1	KN X	KN
tu-ru-pe-te	1	KN X	KN
e-we-ki-ta	1	KN X	KN
sa-pa-nu-wo	1	KN X	KN
ko-ro-we-ja	1	KN X	KN
po-ro-we	1	KN X	KN
ra-wa-ke	1	KN X	KN
ki-ri-ko	1	KN X	KN
me-ri-du	1	KN X	KN
pu-sa-ra	1	KN X	KN
da-ma-o-te	1	KN X	KN
ti-ri-ti-ja	1	KN X	KN
si-jo-jo	1	KN X	KN
ku-ru-ni-ta	1	KN X	KN
sa-nu-we-si-jo	1	KN X	KN
ku-ta-ti	1	KN X	KN
ma-ri-jo	1	KN X	KN
pi-za-ra	1	KN X	KN
sa-so	1	KN X	KN
we-a	1	KN X	KN
ru-jo	1	KN X	KN
ma-ti	1	KN X	KN
qa-sa	1	KN X	KN
to-de	1	KN X	KN
ri-*65	1	KN X	KN
mi-ni-si	1	KN X	KN
*64-jo	1	KN X	KN
te-ja-ro	1	KN X	KN
wa-te	1	KN X	KN
me-na-wa-te	1	KN X	KN
di-du-mo	1	KN X	KN
po-ko-me	1	KN X	KN
po-ru-o	1	KN X	KN
me-tu	1	KN X	KN
su-ri-jo	1	KN X	KN
ru-ka	1	KN X	KN
u-jo	1	KN X	KN
pi-po-to	1	KN X	KN
ki-do-ro	1	KN X	KN
su-ki-ri	1	KN X	KN
o-ki	1	KN X	KN
de-a	1	KN X	KN
da-*83	1	KN X	KN
di-ki-mo	1	KN X	KN
o-ka-ra	1	KN X	KN
a-wi-je-mo	1	KN X	KN
ku-ko-wi-ra	1	KN X	KN
tu-ma-i	1	KN X	KN
ru-da-to	1	KN X	KN
ru-wa-ni-jo	1	KN X	KN
re-ki-si	1	KN X	KN
me-te	1	KN X	KN
da-*22-to-qe	1	KN X	KN
pu-ta-ta	1	KN X	KN
ta-qa-ra	1	KN X	KN
ra-ki-si	1	KN X	KN
u-a	1	KN X	KN
ki-si	1	KN X	KN
to-te	1	KN X	KN
si-ni-ja	1	KN X	KN
re-si-jo	1	KN X	KN
ka-ri-pi-jo	1	KN X	KN
*18-jo	1	KN X	KN
ku-we-jo	1	KN X	KN
se-te-jo	1	KN X	KN
ku-ku-mo	1	KN X	KN
te-re-u	1	KN X	KN
ko-pu	1	KN X	KN
e-te-wa-o	1	KN X	KN
e-u-ko	1	KN X	KN
te-ja	1	KN X	KN
a3-ti-nu	1	KN X	KN
ri-wa	1	KN X	KN
a-mi	1	KN X	KN
di-jo	1	KN X	KN
ra-ri-jo	1	KN X	KN
a-ka-me-ne	1	KN Xd	KN
ka-wi	1	KN Xd	KN
ru-po-to	1	KN Xd	KN
ki-je-u	1	KN Xd	KN
a-pi-ja-re	1	KN Xd	KN
di-wi-je-ja	1	KN Xd	KN
ki-si-wi-je-ja	1	KN Xd	KN
*47-da	1	KN Xd	KN
mi-ko	1	KN Xd	KN
i-*65-ke-o	1	KN Xd	KN
ma-ki	1	KN Xd	KN
a-ku-di-ri	1	KN Xd	KN
o-ke-te	1	KN Xd	KN
e-ro-e-o	1	KN Xd	KN
wo-no-da	1	KN Xd	KN
pa-ze-qe	1	KN Xd	KN
ke-wo	1	KN Xd	KN
*47-ta-qo	1	KN Xd	KN
pu-ra-ko	1	KN Xd	KN
i-ke-se	1	KN Xd	KN
a-pi-do-ro	1	KN Xd	KN
ma-u-do	1	KN Xd	KN
i-ja-wo-ne	1	KN Xd	KN
ro-a	1	KN Xd	KN
ri-u-no	1	KN Xd	KN
ma-ke-ra-mo	1	KN Xd	KN
i-da-ra-ta	1	KN Xd	KN
e-u-ru-da-mo	1	KN Xd	KN
do-ri-wo	1	KN Xd	KN
a-re-u-ke	1	KN Xd	KN
ko-ma-ra	1	KN Xd	KN
a-re-se	1	KN Xd	KN
ma-ti-ri	1	KN Xd	KN
na-u-si-ke-re	1	KN Xd	KN
wo-do	1	KN Xd	KN
ta-ra-i	1	KN Xd	KN
e-ko-so-wo-ko	1	KN Xd	KN
e-na-i-jo	1	KN Xd	KN
e-ri-ta-ri-jo	1	KN Xd	KN
ra-ke-re-we	1	KN Xd	KN
do-qi	1	KN Xd	KN
e-we-wa	1	KN Xd	KN
e-pi-ta	1	KN Xd	KN
te-me-u	1	KN Xd	KN
a-pa-te	1	KN Xd	KN
wo-ni-jo	1	KN Xd	KN
a-ri-we-we	1	KN Xd	KN
a-ta-wo-ne	1	KN Xd	KN
we-wa	1	KN Xd	KN
no-da-ma	1	KN Xd	KN
pa-*34-so	1	KN Xd	KN
ra-wo-te	1	KN Xd	KN
i-da-wo	1	KN Xd	KN
ze-pu	1	KN Xd	KN
ke-to-ri	1	KN Xd	KN
ke-si-jo	1	KN Xd	KN
pe-ra-te-ro	1	KN Xd	KN
je-wa	1	KN Xd	KN
i-qa-ro	1	KN Xd	KN
a-na-pe-we	1	KN Xd	KN
e-na-i	1	KN Xd	KN
a-u-ta-na	1	KN Xd	KN
re-wo	1	KN Xd	KN
wo-tu	1	KN Xd	KN
a-ne	1	KN Xd	KN
na-ni	1	KN Xd	KN
wi-pe-wa	1	KN Xd	KN
du-wo-pe	1	KN Xd	KN
nu-a	1	KN Xd	KN
me-re-ja	1	KN Xd	KN
u-te	1	KN Xd	KN
ra-ko-ka	1	KN Xd	KN
ke-nu	1	KN Xd	KN
no-da	1	KN Xd	KN
do-ri	1	KN Xd	KN
ka-de	1	KN Xd	KN
wa-jo	1	KN Xd	KN
e-wa	1	KN Xd	KN
ta-qa-ra-te	1	KN Xe	KN
re-mo	1	KN Xe	KN
e-ta-wo-ne	1	KN Xe	KN
we-ke-se	1	KN Xe	KN
ra-qa-ra	1	KN Xe	KN
e-ta	1	KN Xe	KN
ka-re	1	KN Xe	KN
se-to	1	KN Xf	KN
*22-ja-ro	1	KN Xf	KN
qa-ka-na-pi	1	KN Xf	KN
pa-pu	1	KN Xf	KN
su-ra	1	KN Xf	KN
ro-zo	1		
ka-ri-se-u-qe	1	MY Au	MY
*85-ja-to	1	MY Au	MY
au-ja-to	1	MY Au	MY
au-wi-ja-to	1	MY Au	MY
qa-ra-si-jo	1	MY Au	MY
a-na-*88	1	MY Fo	MY
to-ti-ja	1	MY Fo	MY
we-i-we-sa	1	MY Fo	MY
pi-we-ri-si	1	MY Fo	MY
ko-ma-ta	1	MY Fo	MY
na-ta-ra-ma	1	MY Fo	MY
pu-ka-ro	1	MY Fo	MY
o-ta-ki	1	MY Fo	MY
ka-ra-u-ja	1	MY Fu	MY
qo-we	1	MY Fu	MY
me-ta-je-wa	1	MY Go	MY
pu-i-re-wi	1	MY Go	MY
a-pi-e-ra	1	MY Oe	MY
di-we-se-ja	1	MY Oe	MY
a-qi-ti-ta	1	MY Oe	MY
ku-po	1	MY Oe	MY
pi-we-ri-di	1	MY Oe	MY
a-qi	1	MY Oe	MY
a-pi-do-ra	1	MY Oe	MY
qi-no	1	MY Oe	MY
ka-ra-te-ra	1	MY Ue	MY
po-ro-ko-wo	1	MY Ue	MY
a-ta-ra	1	MY Ue	MY
ka-na-to	1	MY Ue	MY
qe-ti-ja	1	MY Ue	MY
ka-ra-ti-ri-jo	1	MY Ue	MY
pi-ro-qe-mo	1	MY Ue	MY
o-ku-su-wa-si	1	MY Ue	MY
jo-po-ro-te-ke	1	MY Ue	MY
ko-ra	1	MY Ui	MY
o-pe-ra-no-ro	1	MY Ui	MY
ke-po	1	MY Ui	MY
tu-me-ne-wo	1	MY Ui	MY
ma-ta-qe	1	MY V	MY
te-o-do-ra-qe	1	MY V	MY
a-ta-ra-qe	1	MY Wt	MY
e-ku-se-we-qe	1	MY Wt	MY
e-wi-ri-pi-ja	1	PY Aa	PY
ki-ma-ra	1	PY Aa	PY
ke-e	1	PY Aa	PY
e-pi-ko-o	1	PY Aa	PY
e-pi-jo-ta-na	1	PY Aa	PY
no-ri-wo-ko	1	PY Aa	PY
o-ti-ri-ja	1	PY Aa	PY
pa-ke-te-ja	1	PY Aa	PY
ki-ni-di-ja	1	PY Aa	PY
mi-ra-ti-ja	1	PY Aa	PY
ra-wi-ja-ja	1	PY Aa	PY
pi-we-re	1	PY Aa	PY
ra-mi-ni-ja	1	PY Ab	PY
mi-ra-ti-ra	1	PY Ab	PY
pe-ti-ni-jo	1	PY Ac	PY
te-mi-ti-jo	1	PY Ac	PY
a-*64-ja-o	1	PY Ad	PY
ku-so-no	1	PY Ae	PY
ko-ru-da-ro-jo	1	PY Ae	PY
ma-ta-wo	1	PY Ae	PY
a-ti-ri-ja	1	PY Ae	PY
ko-ro-ja-ta	1	PY Ae	PY
o-ro-me	1	PY Ae	PY
ka-ra-wi-po-ro-jo	1	PY Ae	PY
wi-ja-da-ra	1	PY Ae	PY
su-ra-te	1	PY Ae	PY
ku-ru-so-jo	1	PY Ae	PY
ko-to-ne-we	1	PY Ae	PY
pe-re-u-ro-na-de	1	PY An	PY
a-se-e	1	PY An	PY
te-re-ne-we	1	PY An	PY
pa-ka-ja-si	1	PY An	PY
to-ko-do-mo	1	PY An	PY
de-me-o-te	1	PY An	PY
me-te-to-de	1	PY An	PY
sa-ma-ra-de	1	PY An	PY
a-ta-ro	1	PY An	PY
te-u-ke-e-we	1	PY An	PY
pi-ri-ja-me-ja	1	PY An	PY
e-ni-ja-u-si-jo	1	PY An	PY
a-ta	1	PY An	PY
pi-ri-je-te-re	1	PY An	PY
a-de-te-re	1	PY An	PY
ke-ra-me-we	1	PY An	PY
re-ka-ta-ne	1	PY An	PY
wa-a2-te-we	1	PY An	PY
a-nu-wa	1	PY An	PY
ku-ru-so-wo-ko	1	PY An	PY
to-ko-so-wo-ko	1	PY An	PY
so-ro-pe-o	1	PY An	PY
ko-ri-si-jo	1	PY An	PY
ka-ro-ke-e	1	PY An	PY
ra-ni-jo-ne	1	PY An	PY
i-je-u	1	PY An	PY
a-e-ri-qo-ta	1	PY An	PY
ai-ko-ta	1	PY An	PY
ke-tu-wo-e	1	PY An	PY
ai-nu-me-no	1	PY An	PY
a2-e-ra	1	PY An	PY
a-ra-i-jo	1	PY An	PY
ke-ro-si	1	PY An	PY
a-pi-qo-ta-o	1	PY An	PY
a-pi-o-to	1	PY An	PY
si-to-ko-wo	1	PY An	PY
ko-ro-ki-ja	1	PY An	PY
pi-pu-te	1	PY An	PY
e-qe-ta-i	1	PY An	PY
e-e-to	1	PY An	PY
te-re-te-we	1	PY An	PY
ki-ti-ta	1	PY An	PY
e-wi-ri-po	1	PY An	PY
po-si-ke-te-re	1	PY An	PY
wo-qe-we	1	PY An	PY
wi-nu-ri-jo	1	PY An	PY
ma-ra-ne-nu-we	1	PY An	PY
po-ti-ja-ke-e	1	PY An	PY
za-e-to-ro	1	PY An	PY
ko-ni-jo	1	PY An	PY
me-ta-ki-ti-ta	1	PY An	PY
we-re-ka-ra	1	PY An	PY
a2-ri-e	1	PY An	PY
ko-re-te-ri-jo	1	PY An	PY
a2-ki-ja	1	PY An	PY
pe-ri-mo	1	PY Aq	PY
pe-ri-me-de-o	1	PY Aq	PY
po-so-ri-jo-no	1	PY Aq	PY
te-ra-ni-ja	1	PY Aq	PY
e-qe-o	1	PY Aq	PY
e-ta-wo-ne-u	1	PY Aq	PY
a-qi-zo-we	1	PY Aq	PY
e-te-wo-ke-re-we-i-jo	1	PY Aq	PY
me-wi	1	PY Aq	PY
ki-e-wo	1	PY Aq	PY
o-pe-ro-te	1	PY Aq	PY
i-je	1	PY Aq	PY
u-ko	1	PY Aq	PY
a-da-ra-ti-jo	1	PY Aq	PY
ka-re-u	1	PY Aq	PY
*34-te	1	PY Aq	PY
me-ta	1	PY Aq	PY
qo-te-wo	1	PY Aq	PY
a-ke-re	1	PY Cc	PY
ka-ra-su-no	1	PY Cc	PY
pi-ru-te	1	PY Cn	PY
i-wa-si-jo-ta	1	PY Cn	PY
o-ru-ma-to	1	PY Cn	PY
a2-ka-a2-ki-ri-ja-jo	1	PY Cn	PY
u-ru-pi-ja-jo-jo	1	PY Cn	PY
mu-ta-pi	1	PY Cn	PY
qe-re-me-ti-re	1	PY Cn	PY
ta-ro	1	PY Cn	PY
ti-ri-jo	1	PY Cn	PY
tu-ri-je-u	1	PY Cn	PY
e-ri-to-ti-no	1	PY Cn	PY
ne-me-ta-wo	1	PY Cn	PY
e-ke-si-jo	1	PY Cn	PY
ma-ta	1	PY Cn	PY
ke-ro-we	1	PY Cn	PY
si-jo-wo-te	1	PY Cn	PY
o-qe	1	PY Cn	PY
e-ra-se	1	PY Cn	PY
ne-ti-ja-no-re	1	PY Cn	PY
po-so-pe-re-i	1	PY Cn	PY
po-ru-qo-ta	1	PY Cn	PY
ma-te-we	1	PY Cn	PY
ro-ko	1	PY Cn	PY
ka-da-ro	1	PY Cn	PY
tu-ri-ta	1	PY Cn	PY
re-pe-u-ri-jo	1	PY Cn	PY
e-wi-te-we	1	PY Cn	PY
ko-so-ne	1	PY Cn	PY
e-ko-to-ri-jo	1	PY Cn	PY
de-mo-qe	1	PY Cn	PY
do-ro-jo-jo	1	PY Cn	PY
pa-na-pi	1	PY Cn	PY
e-ne-ti-jo	1	PY Cn	PY
po-ma-ko	1	PY Cn	PY
po-te-u	1	PY Cn	PY
pi-me-ta	1	PY Cn	PY
ne-ri-to	1	PY Cn	PY
po-ro-u-te-we	1	PY Cn	PY
ra-pa-sa-ko	1	PY Cn	PY
po-ke-we	1	PY Cn	PY
a-ri-wo-ne	1	PY Cn	PY
a-we-ke-se-we	1	PY Cn	PY
a-ta-ma-ne-we	1	PY Cn	PY
do-qo-no	1	PY Cn	PY
wo-ki-to	1	PY Cn	PY
me-te-we	1	PY Cn	PY
o-ki-ri-so	1	PY Cn	PY
ti-tu	1	PY Cn	PY
e-te-wa	1	PY Cn	PY
ko-ru-ta-ta	1	PY Cn	PY
a-si-ji-ti-ja	1	PY Cn	PY
i-sa-na-o-ti	1	PY Cn	PY
ra-ke-u	1	PY Cn	PY
re-ta-mo	1	PY Cn	PY
wa-da-ko	1	PY Cn	PY
si-no-u-ro	1	PY Cn	PY
o-ki-ra	1	PY Cn	PY
o-ti-na-wo	1	PY Cn	PY
a-pa-re-u-pi	1	PY Cn	PY
ke-se-nu-wo	1	PY Cn	PY
au-to-a2-ta	1	PY Cn	PY
ko-wa-to	1	PY Cn	PY
da-to-re-u	1	PY Cn	PY
wo-ki-ro	1	PY Cn	PY
ke-zo	1	PY Cn	PY
po-ri-ko	1	PY Cn	PY
wi-sa	1	PY Cn	PY
pu-za-ko	1	PY Cn	PY
a-mi-nu-wa-ta	1	PY Cn	PY
e-qa	1	PY Cn	PY
e-wi-te-u	1	PY Cn	PY
a-ke-re-u	1	PY Cn	PY
ka-pe-se-wa-o	1	PY Cn	PY
da-we	1	PY Cn	PY
da-we-u	1	PY Cn	PY
re-ro	1	PY Cn	PY
pe-se-to	1	PY Cn	PY
o-pe-qa	1	PY Cn	PY
ne-de-we-e	1	PY Cn	PY
u-de-wi-ne	1	PY Cn	PY
ma-to-ro-pu-ro	1	PY Cn	PY
i-pi	1	PY Cn	PY
a2-ne-u-te	1	PY Cn	PY
ru-we-ta	1	PY Cn	PY
ke-ro-u-te-u	1	PY Cn	PY
mi-ka-ri-jo	1	PY Cn	PY
ka-wi-ta	1	PY Cn	PY
o-pe-se-to	1	PY Cn	PY
a-no-ze-we	1	PY Cn	PY
jo-a-se-so-si	1	PY Cn	PY
si-a2-ro	1	PY Cn	PY
e-ra-te-i	1	PY Cn	PY
wo-ne-me	1	PY Cn	PY
a-ko-te-u	1	PY Cn	PY
ku-ka-ra-so	1	PY Cn	PY
pu-ma-ra-ko	1	PY Cn	PY
qe-re-wa-o	1	PY Cn	PY
to-ro-wi-ko	1	PY Cn	PY
ke-ro-wo-jo	1	PY Cn	PY
ra-pa-sa-ka-jo	1	PY Cn	PY
i-wa-so	1	PY Cn	PY
o-ka-ri-jo	1	PY Cn	PY
a-ta-ma-ne-u	1	PY Cn	PY
qi-ri-ta-ko	1	PY Cn	PY
po-ro-qa-ta-jo	1	PY Cn	PY
to-ru-ko-ro	1	PY Cn	PY
ma-du-ro	1	PY Cn	PY
ta-ta-ke-u	1	PY Cn	PY
tu-ro	1	PY Cn	PY
to-si-ta	1	PY Cn	PY
me-ta-no	1	PY Cn	PY
ka-ra-so	1	PY Cn	PY
a-so-ta-o	1	PY Cn	PY
re-u-pi	1	PY Cn	PY
a-ko	1	PY Cn	PY
e-te-we	1	PY Cn	PY
e-do-mo-ne-we	1	PY Cn	PY
ni-pi	1	PY Cn	PY
wo-to	1	PY Cn	PY
wa-e-ro	1	PY Cn	PY
o-pi-ra-i-ja	1	PY Cn	PY
te-re-do	1	PY Cn	PY
na-ma-ru-ko	1	PY Cn	PY
ke-ra-me-u	1	PY Cn	PY
da-u-da-ro	1	PY Cn	PY
pe-re-ke-u	1	PY Cn	PY
mu-ti-ri-ko	1	PY Cn	PY
a2-ra-ka-wo	1	PY Cn	PY
ke-re-ta-o	1	PY Cn	PY
a-sa-ma-o	1	PY Cn	PY
mo-ri-wo	1	PY Cn	PY
ma-ni-ko	1	PY Cn	PY
wi-ri-ja-no	1	PY Ea	PY
ka-ra-do-wa-ta	1	PY Ea	PY
i-qo-jo	1	PY Ea	PY
wa-tu-o-ko	1	PY Ea	PY
ra-i-ka	1	PY Ea	PY
u-me-ta-qe	1	PY Ea	PY
e-ke-na-to	1	PY Ea	PY
te-i-jo	1	PY Ea	PY
e-ri-qi-jo	1	PY Ea	PY
sa-ke-re-wo	1	PY Ea	PY
i-je-re-wo	1	PY Ea	PY
sa-ke-re-u	1	PY Ea	PY
o-ko-me-ne-u	1	PY Ea	PY
qo-u-ko-ro-jo	1	PY Ea	PY
ku-ru-no-jo	1	PY Ea	PY
ra-wo-do-ko	1	PY Ea	PY
da-mi-jo	1	PY Ea	PY
a-no-qa-si-ja	1	PY Ea	PY
ka-ra-pi	1	PY Ea	PY
di-ra-po-ro	1	PY Ea	PY
o-to	1	PY Ea	PY
i-ma-di-ja	1	PY Ea	PY
su-qo-ta	1	PY Ea	PY
ru-ko-ro-jo	1	PY Ea	PY
ko-to-na-no-no	1	PY Ea	PY
te-re-ja	1	PY Eb	PY
du-wo-u-pi-de	1	PY Eb	PY
au-to-jo	1	PY Eb	PY
ko-to-no-ko	1	PY Eb	PY
ko-to-no-o-ko-de	1	PY Eb	PY
e-ko-si-qe	1	PY Eb	PY
ka-ra-wi-po	1	PY Eb	PY
o-pe-ro-sa-de	1	PY Eb	PY
wo-zo-e	1	PY Eb	PY
o-wo-ze	1	PY Eb	PY
*35-to	1	PY Eb	PY
mu-to-wo-ti	1	PY Eb	PY
ne-qe-wo	1	PY Eb	PY
e-da-e-wo	1	PY Eb	PY
e-me-de	1	PY Eb	PY
pi-ke-re-u	1	PY Eb	PY
ka-ra-u-du-ro	1	PY Eb	PY
sa-sa-wo	1	PY Eb	PY
to-e	1	PY Eb	PY
mu-ti	1	PY Eb	PY
wo-zo	1	PY Eb	PY
*35-ke-ja	1	PY Eb	PY
qe-ri-ta	1	PY Eb	PY
ka-ma-e-we	1	PY Ed	PY
e-qe-ta-qe	1	PY Ed	PY
we-te-re-u-qe	1	PY Ed	PY
ku-su-qa	1	PY Ed	PY
ko-to-ne-ta	1	PY Ed	PY
e-ke-si	1	PY En	PY
ti-qa-jo-jo	1	PY En	PY
pi-ri-ta-wo-no	1	PY En	PY
pa-ki-ja-ni-ja	1	PY En	PY
da-ma-te	1	PY En	PY
e-ne-e-si	1	PY En	PY
o-na-te	1	PY En	PY
a-ma-ru-ta-o	1	PY En	PY
ma-ru-ta-o	1	PY En	PY
tu-ri-ja-ti	1	PY En	PY
o-to-te-re	1	PY En	PY
te-o-na	1	PY En	PY
ra-ku-ro-jo	1	PY En	PY
a-ka-ta	1	PY En	PY
o-jo	1	PY En	PY
ai-wa-ja	1	PY Eo	PY
so-u-ro	1	PY Eo	PY
e-do-me-ne-u	1	PY Eo	PY
e-ra-ta-ra	1	PY Eo	PY
ta-ra-to	1	PY Eo	PY
ka-ra-*56-so	1	PY Eo	PY
a-ka-ta-jo-jo	1	PY Eo	PY
ka-na-pe-wo	1	PY Eo	PY
te-u-ta-ra-ko-ro	1	PY Eo	PY
ko-to-no	1	PY Eo	PY
re-ka	1	PY Ep	PY
mu-ti-ri	1	PY Ep	PY
ka-wa-do-ro	1	PY Ep	PY
ko-tu	1	PY Ep	PY
pi-ro-na	1	PY Ep	PY
e-re-qi-ja	1	PY Ep	PY
me-re-u	1	PY Ep	PY
to-wa-te	1	PY Ep	PY
wo-u-pi	1	PY Ep	PY
